Ticket,Problem_Abstract,,
312893754,WNBA SEMI FINALS 8/31/22 5AM - 9/1/22 2AM,,
312894625,V220801085 - MINNESOTA TWINS Cloud Control (Twins @ Royals),,
312910437,Nascar Productions Globecast America to Nascar HQ 8/28/22,,
312909768,MPV ARENA Dowm,,
312911910,D C U Center,,
312912239,"ESPN V220800881, & 882 WNBA STTL@LV Change signal from ASI to HD",,
312916509,GOOD NIGHT Virginia Speedway,,
312916511,SRT3 DAYTONA SPEEDWAY -Good Night 8/28/22 07:00,,
312919118,ASAIBD0057: SSL Cert will expire on 2022-09-01 23:59:59,,
312918998,BLMO ALRMS - TOUR'S START   TCWD 8/27/22,,
312918999,BLMO ALRMS - TOUR'S END     TCWD 8/27/22,,
312919001,BLMO ALRMS - TOUR'S START,,
312919002,BLMO ALRMS - TOUR'S END,,
312919009,Diamond #75052 SPOF RR to clear  TCWD 8/27/22,,
312919010,Diamond #71001 SPOF RR to clear  TCWD 8/27/22,,
312919011,Diamond #80717 SPOF RR to clear  TCWD 8/27/22,,
312920164,Diamond #80716 SPOF RR to clear   TCWD 8/27/22,,
312920165,Diamond #70877 SPOF RR to clear   TCWD 8/27/22,,
312920168,PSSI NASCAR #79968 -FAILED-  DISCO/RECON VMC REQUEST,,
312920318,"PLease re-open the task.Receipt Assets into GPS- 8090722

",,
312920187,CBS # 93227 LOST ALL VIDEO PROGRAMS AT ONCE,,
312923372,"MCAP Mech IDs not created on new pollers franm423 and brxnm423

",,
312923124,NASCAR HDQTRS CHRLNC 11 FEEDS FAILED,,
312924238,Platinum Tools Not returning data,,
312924585,"Not able to cancel SR 8106939. It was created mistakenly. Please cancel/ close SR 8106939

",,
312925564,PCI =  22957...Aug 30 2022  9:00PM (ET) - Aug 31 2022  6:00AM (ET),,
312925566,PCI =  22956...Aug 29 2022  9:00PM (ET) - Aug 30 2022  6:00AM (ET),,
312925570,PCI =  14571...Aug 31 2022  4:00AM (ET) - Aug 31 2022  6:00AM (ET),,
312925574,PCI =  14573...Sep  2 2022  1:00AM (ET) - Sep  2 2022  3:00AM (ET),,
312925579,PCI =   14575...Sep  2 2022  4:00AM (ET) - Sep  2 2022  8:00AM (ET),,
312926558,GTLV is not saving queries,,
312926145,WWE-PPG PAINT ARENA -CK27 TRUCK Event Scheduled for 8/29 T/U,,
312926623,"Two users on my account not able to access Netbrain

",,
312927337,"PM and SE wants the site ID's IBMOASHVA01  and IBMODALTX02 changed to IBJCASHVA01 and IBJCDALTX03

",,
312927794,"Sears/K-Mart - out sourcing customer is not AT&T customer.  please remove user list, shut down GTAC process and issue Server Disco.",,
312926162,PEGAD VIA V220801036 #94005 RBNY/PHI 9/3/22 17455 - 2245,,
312928063,PEGAD/REAL SALT LAKE V200801046 #94015 9/4/22 2115 - 9/5/22 215,,
312928136,"MetLife Customer user RO list update - AVPN

",,
312928371,"MetLife -  Outsourcing Dedicated GTAC server decommission   --
From: LING, KEVIN C <xxxxxxx> 
Sent: Tuesday, August 23, 2022 3:29 PM
To: PATEL, TRUSHAR N <xxxxxxx>
Cc: GSA_Security_COE <xxxxxxx>; BRATAGER, ERIC S <eb6219@",,
312928073,MLS - CLB/CHI 9/3/22 1615 - 2115,,
312929100,"GPS Tool for requesting adding a customer to my profile in GPS> is not working 
xxxxxxx/gpsid/gpsidreq.jsp

",,
312929219,"Security Credentials Creation


",,
312929304,Follow up to 248166,,
312929915,MLS - RBNY/PHI 9/3/22 1745 - 2245,,
312930144,Not able to see graphs anymore  / Grapher Program / Invalid user - pv1840,,
312929922,MLS - CIN/CTL 9/3/22 1815 - 2315,,
312929926,MLS - NSH/ATX  9/3/22 1915 - 9/4/22 0015,,
312929931,MLS-POR/ATL 9/4/22 1615 - 2115,,
312930439,MLS - DC/COL 9/4/22 1815 - 2315,,
312930440,MLS - TOR/MTL 9/4/22 1815 - 2315,,
312930447,MLS - NE/NYC 9/4/22 1845 - 2345,,
312930451,MLS - LA/SKC 9/4/22 1845 - 2345,,
312931120,MLS - SEA/HOU 9/4/22 1945 - 0045,,
312931126,MLS - SJ/VAN 9/4/22 2015 - 9/5/22 0115,,
312932166,MLS - LAFC/RSL 9/4/22 2115 - 9/5/22 0215,,
312932278,"Can't able to cancel SR 7798657. Please cancel SR 7798657

",,
312932739,US Open Tennis Tournament 2022 LIVE,,
312933828,"User is unable to acess Client Request System via BusinessDirect. Receives error message ""You do not have access to the selected company. Please contact AT&T Representative to obtain access"". 

",,
312935250,"Unable to login using Gtac id. I can be reached at 602-769-0564

",,
312936834,"Add 2nd owner/approver to GTAC Domain

",,
312937367,"ctdi_input

",,
312936974,Attend EMS Network Management Training - September System Changes,,
312938300,enable down/up ticketing for Cisco Meraki devices.,,
312940517,"vpn profile drops connection to users, the profile is as follows MCAC Contractor VPN - ACF Technologies",,
312939377,"**Q2  STADIUM AUSTIN, TX.<UNREACHABLE>",,
312940850,V220801121 - ATLANTA BRAVES Cloud Control,,
312941912,"Kyndryl Cisco ISE wlc register

",,
312942225,"Kyndryl Cisco ISE wlc register

",,
312942352,"Is DELL networking gear fully supported?

",,
312942446,"IBM Cisco ISE wlc register


",,
312942479,"Kyndryl Cisco ISE wlc register


",,
312942511,"Adding SSSMRS, SSSMLAN and NFOD Warehouse Loc uder MRS, MLAN and NFOD account type for auto-reserv purpose 08292022.xls

",,
312942572,"Asset Records updates on spread sheet 08/29/2022

",,
312944367,Reference V220801118,,
312944370,Reference V220801129,,
312944374,Reference V220801131,,
312948461,"We have not received ticket for the below Assets USCMARTROMI06PVCE01,USCMARAARMI11PVCE01


",,
312949650,"NDA PROJECT:  Identify access based on a list of ATTUIDS

",,
312952292,PSSI V191200334 LOST ALL TV VIDEO,,
312954070,"Cannot load UTM page, no tickets provided by UTM in UD (get next work item)",,
312955227,Extremely slow loading of the tickets and work queues,,
312955327,"Need to raise SID in CR #5093690, ECR #5093731 , please make it enable so as i can ammend it. 

",,
312955640,"Need to reopen SR line due to billing update

",,
312956054,DIRECTV V220801133,,
312954503,DIRECTV V220801134,,
312956703,"TACACS Issue

",,
312957566,BLMO ALRMS - TOUR'S START DVC INT,,
312957234,BLMO ALRMS - TOUR'S END,,
312959591,"Please provide GTLV logs for specific host xxxxxxx

",,
312959467,"PLS ORDER ONE SWITCH CONTROLLERS (SWCNT9 X2), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680 .",,
312959475,"TO:PLS ORDER ONE SWITCH CONTROLLERS(SWCNT9X2), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680 .",,
312960468,"TO:TO:PLS ORDER ONE POWER SUPPLY(PSU), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680.",,
312961617,"I am not able to login to GPS tool.

",,
312961978,"To remove the date and time auto populated in the field ""Date sent to Billing"" in Recurring charge for 4 line items mentioned in the details

",,
312961960,"TO:SPOT:PLS ORDER ONE POWER SUPPLY(PSU), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680.",,
312963032,"External User unable to access Vitalnet

",,
312963132,"accidentally GTAC ID disabled

",,
312963176,Empower Field - Add and Recert,,
312964136,"ATT UID has a GTAC ID, but does not have any domain group access

",,
312964310,"Your ID is not in the Web Access Group. Please contact your AT&T representative to establish correct permissions.

",,
312964384,"need to cancel OL# 7918699 in GPS, order canceled with vendor but unable to cancel in INGOT

",,
312964992,"Please reopen the SR to update the node primary. 
SR Number 8038910, 8038909

",,
312965835,"need to cancel OL# 8070572 in GPS - order canceled but with vendor and in INGOT but did not get autocanceled in GPS

",,
312965972,"TO:SPOT:PLS ORDER ONE POWER SUPPLY(PSU), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680.",,
312966456,Cannot get authenticated on xxxxxxx....I have tested my RSA Token and this test good,,
312966606,"TO:SPOT:PLS ORDER ONE POWER SUPPLY(PSU), DD:9/30/22. IF QUESTIONS CALL JPL @ DVC-NY: 800-221-7680.",,
312966776,ActionV3: Approval Requested,,
312966620,PCI = 22837...Sep  6 2022  8:00PM (CT) - Sep  7 2022  6:00AM (CT),,
312966627,PCI =  22838...Sep  7 2022  8:00PM (CT) - Sep  8 2022  6:00AM (CT),,
312968108,"Need to check authentication details on uslv7dc-ise1-app.

",,
312968933,"Check order list validation error 

",,
312969396,"Little Rock Family Practice, Order 1024822189 Missing USO Number or USO Not Loaded

",,
312969211,PCI =  22951...Sep  7 2022 11:59PM (ET) - Sep  8 2022  6:00AM (ET),,
312969214,PCI =  22952...Sep  8 2022 11:59PM (ET) - Sep  9 2022  6:00AM (ET),,
312969215,PCI =  11913...Sep 10 2022  9:00AM (CT) - Sep 10 2022  5:00PM (CT),,
312969807,"Adding GPS-CO-AES Warehouse Loc under MLAN account type 08302022

",,
312969218,PCI =  22914...Sep 11 2022  8:00PM (CT) - Sep 12 2022  6:00AM (CT),,
312972394,"Please remove Sent to billing date in MRC

",,
312973098,VISTA 3G - 9/4/22 1500 - 1800,,
312973104,VISTA 3G 9/11/22 1230 - 1530,,
312973662,ESPN/WNBA SEMI FINALS 9/3/22 5AM - 9/5/22 1800,,
312973665,ESPN/WNBA SEMI FINAL 9/6/22 5AM - 1800,,
312973672,Diamond Sports-Sinclair Marquee Sports Ntwk. Dome orders 8/29 - 8/31,,
312973681,ESPN/WNBA SEMI FINALS 9/4/22 5AM - 2000,,
312974644,Charter Communications Pegad MLS V220800940 TOR LA,,
312975888,"Asset Records updates on spread sheet 08/30/2022

",,
312977087,"xxxxxxx doesn't appear to be authenticating GTAC requests - examples: ls592c attempting to log in from xxxxxxx, the client responded that authentication service is unavailable - successfully logged in using polr.

",,
312978161,UD producing error : internal server error,,
312981125,UD is not retrieving Circuit Notes or ACTS forms.,,
312984340,"Unable to SSH device-->xxxxxxx- using poller rlpv13557, rlpv13568 & rlpv13560. 

",,
312986776,DAILY ORDERS T/U  - 48 -,,
312986777,BLMO ALRMS - TOUR'S START,,
312986778,BLMO ALRMS - TOUR'S END,,
312988119,"Please check server xxxxxxx is working correctly

",,
312988794,"Asset Records updates on spread sheet 08/31/2022

",,
312989470,"Problem to view the devices interfaces graphs

",,
312990830,DIRECTV BUILT NEW BLMO FEED 94272,,
312990833,"DIRECTV built new BLMO #94271 
DIREC",,
312991169,ESPN/WNBA SEMI FINALS 9/4/22 5AM - 2000,,
312991170,ESPN/WNBA SEMI FINALS 9/4/22 5AM - 2000,,
312991178,ESPN/WNBA SEMI FINALS 9/6/22 5AM - 9/7/22 2AM,,
312992404,ESPN/WNBA SEMI FINALS 9/6/22 5AM - 9/7/22 2AM,,
312992408,ESPN/WNBA SEMI FINALS 9/6/22 5AM - 9/7/22 2AM,,
312992524,DLLS03S-5 / LSAN03S-2 DOWN,,
312992039,BFEC 596702,,
312994693,BFEC573866  BMP 283101458,,
312996068,Complaint from Customer Outokumpu - our monitoring doesnt work!,,
312996563,M111A_13:CIRRUS-1020 call failed - reason=ApiGateway: Status 401,,
312995181,BFEC 595740,,
312997500,"I'm unable to get logged into GPS.  Getting Login error.  Rebooted twice.  I changed my windows P/W this morning.. Won't take that or any old p/ws.  

",,
312997765,L6YX 997086..BMP# 283101648,,
312999538,Diamond Sports Sinclair MILWBrewersCloudControlBrewers@Diamondbacks serries,,
312999596,Please monitor the filebeat-east-azure service on the new servers for BOI,,
312999547,MLS MEXICO VS PARAQUAY 8/31 FROM UNIVISION,,
313002229,Attn Tom Johnson; Omni OC Non-Halo WIP 1 Order Not Falling Off,,
313003714,**HNTNNYSUGSA-CSC to NYCMNYBW-OSWF<WMS# 283008345>,,
313005298,"GTAC enable password change on Domain Dow Chemical MLAN VOIP-Enable -Change window: Fri (September 2, 2022 at 09:00 AM EDT)",,
313007241,CBS - KENNEDY SPACE CENTER 9/2/22 9AM - 9/3/22 2359,,
313007246,PEGAD V220800947 # 93908 - CLB/MIA 8/31/22 1745 - 2300,,
313007249,CUBS@METS 9/12/22 0000 - 9/14/22 2359,,
313009063,"Under the Agencies, Entities & Users tab - I can not add a new record under Agencies and Users section.
I get a ""Record not found"" message.

",,
313011456,V220800940 TOR  LA,,
313012170,V220800914 NE  CHI,,
313020079,"Add Wireless controller to ISE servers

",,
313032556,"Add kyndryl HongKong new WLC to ISE

",,
313032924,LONDON 2  SLOT 24 BFEZ566149,,
313033292,"Date sent to Billing is showing yesterdays date i.e 08/31/2022 for the 5 MRC ID's in recurring charges tab. 


",,
313032934,BLMO ALRMS - TOUR'S START DVC INT,,
313032935,BLMO ALRMS - TOUR'S END,,
313034544,"Reset Password and resend email to User

",,
313034735,"I have forgotten my psw for USR ef5796

",,
313035293,Auto assigned tickets don't show up on our work queue ,,
313033034,DIRECTTV LA2-12 / LA02P-17 DOWN,,
313033035,DIRECTTV LA2-22 / LA02P-17 DOWN,,
313035571,DIRECTV LA1-12 / LA02P- 16 DOWN,,
313036367,"I dont see Retreival Specialist group in the list when opening an AD-HOC task

",,
313036657,"Need to update  details in SR#8099696

",,
313038414,"Need to add GPS file to my desktop

",,
313040270,SRT3 DARLINGTON RACEWAY,,
313041111,Requesting alarm suppression for State Farm Insurance starting on Friday (09/2/22) at 7pm CT until 6am CT on Tuesday (09/6/22).,,
313041250,"rlpv12952:pn12952-1 has requested backup mode

",,
313041598,"stack switch went down on switch USSYCAWJOUT01S0021-01 SYCUSWEJOC01L2S018 for Sysco Corp and no ticket was generated.

",,
313041760,"Account type correction

",,
313042803,"CRS gives an error for BD id departld1528 . Error says: Rejected by Application. Login ID is already in use by the application.

",,
313042871,IBM CORPORATE IW POC Implementation - EMEA - 9/8,,
313043192," IBM CORPORATE IW POC Implementation - 9/13 - US/LA/CA

",,
313043257,"IBM CORPORATE IW POC Implementation - APAC, 9/15",,
313043007,**BFEC596588 :  3021EL192NYCMNYBWSNFCCA21 :  WMS# 283109467,,
313048814,"Please close the reopened SR 8038910, 8038909.

",,
313049145,"Your ID is not in the Web Access Group. Please contact your AT&T representative to establish correct permissions.

",,
313049784,"Voyence on server xxxxxxx not operational

",,
313053247,"Asset Records updates on spread sheet 09/01/2022

",,
313063901,"Verify Required Eng Tasks Complete - 8063519 still open

",,
313064295,"I want to download a GPS inventory for the client along with IOS version of all the devices. 

",,
313067017,State Farm is cutting multiple tickets on Assets.  ,,
313067287,"Please correct the date sent to billing for three MRC's with Recurring charge ID : 3011292, 3011251, 3011291

",,
313067778,Access needed to utilize the Aview app through GTAC - Urgent request please,,
313068395,"abs task is not able to close.

",,
313069582,"Unable to access rlpv12149 & rlpv12150 - User Sk717y

",,
313069715,"Hi Radius Support team, we are migrating the IBM site 2AC- to Kyndryl, and as such, we need to have the Wireless Controller added to the appropriate Radius Servers. Find more details below:

Kyndryl Wireless Controller Hostname and IP Address: 2ac-wc-c1a-",,
313069903,"All access denied for users in domain group 'IBM GTM Outsourcing (Dedicated) Clients | IBM Co op Bank

",,
313069989,"GTAC account not working in Switches and Routers

",,
313070024,"Need to cancel Georgia Technology Authority - SR# 7812458 / OL# 7817538 and all WFM tasks related to this OL

",,
313070536,Device Authentication for Banco Sabadell is not working.,,
313070810,"servers for authentication GTAC xxxxxxx e xxxxxxx port 49 (tacacs) NOT reachable for authentication from SmartDomain xxxxxxx/24

",,
313071016,"This SR# 8125317-1 line is mistakenly closed, please reopen it

",,
313071418,"Gtac is not authenticating access to customers in Nordics

",,
313071795,"Warehouse location needs to be corrected to IBM-89-KYNDYL, in OL tab
Account type needs to be correct to: OUTSOURCING, in OL tab

",,
313071879,"VTS/UniCredit APIC domain authentication not working anymore

",,
313071110,BFEC 510175   BMP TT # 283102255,,
313074044,"Java was started but returned exit code=13

",,
313074592,"need additional warehouse loc added to the reservation table value list

",,
313074681,Today orders,,
313074684,BFEC 595740,,
313075698,"Please create TACACS & RADIUS Key and Passwords for New GTAC Domain ""DHL DNA Center""

",,
313075834,Diamond Sports Sinclair LA Angels Cloud Control (Angels @ Astros) 9/9,,
313076185,"Please create and add the Cisco WLC to the ISE Servers (IBM SSID)

",,
313076227,Please create and add the Cisco WLC to the ISE Servers (IBMInternet SSID),,
313077442,"EPA Networx - user is blocked John Parker user ID epanetjsp

",,
313078475,DIRECTV LATIN AMERICA CBS NFL TEST 9/6/22,,
313079207,"Asset Records updates on spread sheet 09/02/2022

",,
313080070,"IOS mismatch in CFG for 4431 router

",,
313085469,"File Sharing not taking uploads for BMP and WFA tickets any longer

",,
313087257,Servers not removed from poller after deboarding,,
313089634,Unable to load tickets,,
313091381,"can't display tickets

",,
313091071,Today orders,,
313091077,BFEC 568011,,
313092478,Unable to access tickets today. ,,
313093431,BFEC 557438,,
313094395,when I pull up BMP ticket it brings up a screen asking: This ticket is not associated with a Correlated Incident. Would you like to add it to an existing CI? It does not allow me to bypass this to see ticket and there is not a correlated incident that I a,,
313093821,ESPN  - V220801142 CHICAGO @ CONNECTICUT,,
313098303,BFEC.569754 - 180 ETSEL TAMPFLCO TAMPFLCO  down,,
313104924,"GTAC authentication not working for Bank of Ireland account

",,
313102779,Today Orders,,
313106290,BFEC 605642,,
313108541,ESPN PGAD SOUTH CAROLINA SCAR_TX03,,
313108544,ESPN Mohegan Sun Unicast Conn94603 and 94604,,
313108550,SPOF,,
313110222,Confirmation V220801205,,
313110225,Confirmation V220800944 - ORL    SEA,,
313110236,Reference V220900180,,
313110240,Reference V220900182,,
313111516,1st mile V220900184,,
313111519,Mississippi State  1st mile,,
313115889,"The Vitalnet Report Doesn't reflect correctly - MYIBIYIDCMY01S13


",,
313118623,Add the below device in the ISE servers phb-wc-c1-kyn xxxxxxx,,
313118991,"For Omnicom Group Inc SR 7998850 OL 8008454 please put OLL C9200L-NW-E-24 in canceled status. It is replaced by C9200L-24T-4X-E-RF.

",,
313120453,"IBM DNA-C xxxxxxx/  : Invalid Login Credentials 

",,
313123800,IBM Motiva - Request to suppress alerts from USIBJCPARTX06S28 ,,
313124567,"smartsDisco.pl and smartsMonitor.pl scripts missing in rlpv13545. Please add it 

",,
313124690,"Please add nologin shell commands for MCAP mechids m79942 and m99532 to identified servers
bhxnm403
bhxnm402
bhxnm401
brxnm423
franm423
brxnpm43
franpm43
brxsam43
frasam43
bhxnm328
franm328
bhxnm451
bhxnm452
bhxnm453
franm451
franm452
franm453
bhxnm421
fr",,
313124870,"Remove Date sent to Billing in MRC / Recurring Charges

",,
313125286,"OL to be cancelled

",,
313127671,Update Network ownership for P9EMEA,,
313128174,"Please provide the following  3 TACACS+ Reports: 1) Tacacs+_Login report, 2)Tacacs+_Accounting report, 3) Tacacs+_COMMAND_AUTHOR report

",,
313128203,"GTAC - 90 days of logs

",,
313129532,"Asset Records updates on spread sheet 09/05/2022

",,
313135958,"Controller Addition on ISE servers.

",,
313136942,"Need to add new controller to ISE

",,
313136986,"Need to add new controller to Cisco ISE

",,
313136998,"Need to add controller ip to Cisco ISE

",,
313137591,"Receive Initial IC Transfer Status - 8061399 - system task stuck
due date 6/27


",,
313138181,"GTAC - Grant Domain Report + Password Ruleset

",,
313138145,"ACAT tool gives an error when connect

",,
313139052,"IGA EMEA ISE Device Add

",,
313139389,"IBM IGA ISE Devices Add

",,
313139694,BLMO ALRMS - TOUR'S START DVC INT,,
313139695,BLMO ALRMS - TOUR'S END   DVC INT,,
313140588,"GTAC - Grant Domain Report + Password Ruleset

",,
313141344,Ticket to raise with GTAC team where RSA auth happens,,
313141534,NLKGSBTAONL01VVCE01 is showing wrong Customer Name,,
313141353,BFEC 553911,,
313140214,**BFEC553911 : 3101EL192FARGNDBCMPLSMNDT....WMS# 290600229,,
313142498,"Unable to get RUNNING CONFIG in PAL for HOSTNAME: VEMFDBVAL0001R, Requesting you to please check.

",,
313142829,"Vitalnet poller vndh11718.acss.att.com (RLPV11718) DOWN

",,
313143543,Unable to add myself as Enamblement Manager for customer Orange County Public Shools. Current EM is Roland Meszaros but account was reassigned to Lubos Lepeta and Roland is no longer correct EM. Please change EM to Rastislav Zahorsky and set me as default,,
313143791,"ctdi_input

",,
313144257,Please implement this MACD on 9/12 anytime between 8am - 12pm EST. thank you ,,
313144467,"Adding GPS-OS-KYNDRLAR Warehouse Loc uder OUTSOURCING account type 09062022

",,
313144551,"Please provide evidence that the Altria account uses RSA authentication

",,
313144808,Cincinnati 48X Pri.. slot 45 and 46 bouncing  WMS: 290602238,,
313144509,PCI =  22839...Sep 13 2022  8:00PM (CT) - Sep 14 2022  6:00AM (CT),,
313144974,PCI =  22918...Sep 15 2022  8:00PM (CT) - Sep 16 2022  6:00AM (CT),,
313144979,PCI =  22781...Sep 18 2022  8:00AM (PT) - Sep 18 2022  6:00PM (PT),,
313148120,"Asset Records updates on spread sheet 09/06/2022

",,
313150315,Metlife have contracted servers but they are not sure about their functionality. ,,
313150443,Mechanized ID and Password are not working on DOW VOIP account,,
313150719,"Date sent to billing is automatically populating as today's date i.e 9/6/2022 for MRC ID's in recurring charges tab

",,
313151174,Customer user requests R/O Access to firewalls. MSS_WOKA domain,,
313152000,"Please open 'Confirm vendor installation task'

",,
313153931," change the privilege level to 15 for the below GTAC domain:IGA MexGD Firewall

",,
313159479,V200200120 - 3122-3438 FT LABC CBS DTV 5,,
313163201,"Standby support for Kyndryl network migration

",,
313165719,"CHG0106244 - GTAC Access request

",,
313168211,"OL in wrong status, missing PartsINPO feed

",,
313169306,"correct OTC charges, apply non billable OTC

",,
313168317,DAILY ORDERS T/U  - 40 -   DVC INT,,
313168318,BLMO ALRMS - TOUR'S START,,
313168319,BLMO ALRMS - TOUR'S END,,
313170173,"ctdi_input

",,
313168322,PAC-12 V220900302,,
313168323,PAC-12 V220900301,,
313170388,PAC-12 V220900303,,
313170389,PAC-12 V220900304,,
313170333,"please send the password again to user

",,
313170391,"PAC-12 V220900297,298,299 & 300 CONFIRMATIONS SENT",,
313170392,E-LINK FOR SEPTEMBER 2022,,
313176698,"Owner/Approver Change

",,
313177529,"Need to open SR -8114702 and closure SR after modification done

",,
313177533,"no auto ticket for DHLISLCUT06_R03

",,
313178451,"OL status not updated

",,
313179241,Make IPFLex Inventory data available on Pandora Server for CA Reporting team,,
313179247,ATLN03P-11 / BRHM01P-49 DOWN,,
313179252,BRHM01P-50 / KSCY03P-7 DOWN,,
313179984,"Credentials for new customer Siemens Energy 

",,
313180170,IGA ISE Device Add,,
313180455,"Please close the task#perform GPS order-5089650 which is no longer required
WFM task id-81730030

",,
313180747,Update QA tooling... Assign Alex Pierce (ap6140),,
313180945,"Please change the GTAC enable password on Johnson and Johnson Domain (blue sky commercial accounts). 

",,
313181001,BFEC 569624,,
313183335,"GPS Application won't launch/errors out on launch

",,
313184343,"Need to update details in CRs 5091512 and 5094706

",,
313184475,"Please cancel OL 8124267 , in GPS 

",,
313184852,"Not able to request access for 7x50 NEs.

",,
313186990,"Asset Records updates on spread sheet 09/07/2022

",,
313187818,"ISE WK | Create ISE License Report

",,
313190619,Cirrus is down,,
313191280,Getting API Error Exception when looking up network devices on DOW Chemical VoIP account,,
313196994,PSSI V220900380,,
313197000,BLMO ALRMS - TOUR'S START DVC INT,,
313197001,BLMO ALRMS - TOUR'S END,,
313199883,BSO- EMEA Please migrate existing RADIUS mappings to the new instance,,
313200283,rediscovery,,
313200402,Need to view resources below Level 10 in the productivity Dashboard ,,
313200491,"unable to login into GPS after returning from ML

",,
313201960,"IGA EMEA ISE Device Add

",,
313202009,"Skip Workflow task

",,
313203658,Update QA tooling... Assign Alex Pierce (ap6140),,
313203806,Unified Desktop diagnostics or service health is not working - timing out,,
313204881,list of all users including customer ones,,
313205167,"Need to update one particular filed for bulk assets

",,
313205622,BFEC 517157,,
313206266,"Need to add Wireless controller to cisco ISE

",,
313205639,BFEC 569624,,
313208297,"Outage going on with LVMH and ASSA ABLOY

",,
313209587,ATTU Stage Executions are getting timed out,,
313213132,"Date sent to billing is auto populated, Please correct it. 
Asset Name: MPG-AP-38TAPESM08
MRC ID: 3016581

",,
313213256,"Managed AVPN Devices are NOT accessible from pollers bhxnm401 and sngnm401 

",,
313213598,"Urgent Reopen the WFM task- Screen & Router under CR 5100764

",,
313213812,Update QA tooling... Assign Alex Pierce (ap6140),,
313213817,"Unable to access routers

",,
313214075,Attn: Mohan -  FFLOW Org 237 MACD - MOVE IMO GK & OS,,
313214598,Logging via tacacs servers,,
313215234,"Need to review Name:    uslo-psn1.am.corp.amgen.com Address:  xxxxxxx and discuss impact of Refresh switches that will take down device.  


",,
313215451,"Unable to access AVPN router

",,
313216913,"Asset Records updates on spread sheet 09/08/2022

",,
313215872,"Crypto.com Arena Event Scheduled for 9/7.  
 
*** Permanent shelf TTU ***
",,
313218823,Manual Remove from Power BI ,,
313219046,"Please reopen the Apply SID task for OTC update

",,
313219371,"Cancelation request

",,
313224781,"Please reset my GPS login ID

",,
313223952,Reference V220800697,,
313227367,"Need to add wireless controller of D3J site Kolkata in ISE server

",,
313228593,Read access to Erik Vikner in Sandvik,,
313228988,"EWC controller need to ass in ISE server for E4Y site

",,
313228134,Broadcast Services V220900433 NEW,,
313228135,Broadcast Services V220900434 NEW,,
313228136,BLMO ALRMS - TOUR'S START,,
313228137,BLMO ALRMS - TOUR'S END,,
313228139,DAILY ORDERS T/U  - 20 -,,
313230697,"can't login to DEDSPAFRA0004R & DEDSPAFRA0005R

",,
313231130,"Asset Records updates on spread sheet 09/09/2022

",,
313232195,"Add CTDIGER to staging center tasks search filter options

",,
313232606,Update QA tooling... Assign Alex Pierce (ap6140),,
313233024,missing devices/hostnames for Motrex client - several IPs are missing from inventory,,
313235729,Not able to see device details,,
313236874,Update FM Client Table,,
313236909,"gtac access

",,
313237363,"Update FM Client Table

",,
313237637,"F168678 connectivity test

",,
313239586,"UAM process still running from yesterday on rlpv12652

",,
313239656,"Please add  Michael Napoli (mn4618)  and Justin Joseph (JJ3259 to the ""MSS_WarnerMedia"" approver list

",,
313239685,"Please remove my name from the MSS_WarnerMedia_RADIUS approval.

",,
313241061,Requesting alarm suppression for State Farm Insurance starting on Friday (09/09/22) at 7pm CT until 6am CT on Monday (09/12/22).,,
313243276,"Repeated attempts to generate reports for Amgen customer are returning reports with no data.  We know there is traffic to the ATT TACACS/RADIUS servers that support Amgen, yet reports are empty. 

",,
313245466,Vista V220900066,,
313250995,unable to create ticket for C8RCUSCA001-R01,,
313251207,Tropicana slot 12 down.,,
313253673,BFEC 527076 DOWN.,,
313253674,BFEC533970 DOWN.,,
313255107,MIAMFLMDX01AS 03 10GbE ORLDFLMDX01AS 03 BFEC547463 - CKT DOWN,,
313257313,V220900285 CFB: SEC: South Carolina vs Arkansas,,
313260056,"update plr-wc-c1a-kyn  in ISE

",,
313261739,ESPN - CFB BIG TEN/VIRGINIA vs ILLINOIS 9/10/22 1445 - 2000 X30,,
313261740,PSSI CONTENDER SERIES/PATH B/ESPN 9/13/22 1900 - 2230 X15,,
313263926,V220900358 WNBA Finals City 1- Michelob Ultra Arena,,
313264447,Reference V220900326,,
313264451,Reference V220900328,,
313270772,Standby Tech Bank of America Stadium,,
313276059,BFEC576611   ATLN1 21-1   10GbE   CHCG1 14-1,,
313279563,NASCAR Kansas City,,
313281388,ASAIBD0055: SSL Cert will expire on 2022-09-21 13:59:34,,
313281389,ASAIBD0057: SSL Cert will expire on 2022-09-01 23:59:59,,
313282095,Please add the below WLC on Kyndryl Corporate & Guest ISE device,,
313282033,"Kyndryl Cisco ISE wlc register

",,
313283452,"Getting 400 errors on IGEMSNG

",,
313284357,Kyndryl ISE Devices Add,,
313285084,"Process Purchase Requisition- 7947124 and Purchase Requisition approaching Due Date- 7947124 not closed

",,
313285389,Vattenfall Limited NAC Project,,
313286138,"Please add the below WLC on IBM CIO Corporate & Guest ISE device

",,
313286139,"kindly reopen SR 8114790 with service line 1

",,
313286837,IBM IGA ISE Devices Add,,
313287010,"Kyndryl ISE Devices Add

",,
